,Unnamed: 0,original_video_name,hash_video_name,content,fps,codec,resolution,bitrate,begin_time
712,712,Cricket2_HEVC_SFR_540p_1100K_210.y4m,31911207890560825832508539501449815931.y4m,Cricket2,25.0,HEVC,960x540,1100K,210
713,713,Cricket2_HEVC_SFR_540p_1900K_210.y4m,189876900768713901787099485659867967796.y4m,Cricket2,25.0,HEVC,960x540,1900K,210
714,714,Cricket2_HEVC_SFR_720p_2200K_210.y4m,315759041361398758667112347704727825124.y4m,Cricket2,25.0,HEVC,1280x720,2200K,210
715,715,TNFNFL_AVC_HFR_288p_300K_4211.y4m,190563245034059056562161994281140966697.y4m,TNFNFL,59.94,AVC,512x288,300K,4211
716,716,TNFNFL_AVC_HFR_396p_600K_4211.y4m,89244700947143376120246549218535503022.y4m,TNFNFL,59.94,AVC,704x396,600K,4211
717,717,TNFNFL_AVC_SFR_288p_200K_4211.y4m,293787464690429702773687398720426914267.y4m,TNFNFL,29.97,AVC,512x288,200K,4211
718,718,TNFNFL_AVC_HFR_396p_900K_4211.y4m,291008196138195890035756511674811828729.y4m,TNFNFL,59.94,AVC,704x396,900K,4211
719,719,TNFNFL_AVC_SFR_396p_400K_4211.y4m,123384028275829579731372198179776865522.y4m,TNFNFL,29.97,AVC,704x396,400K,4211
720,720,TNFNFL_AVC_HFR_540p_1300K_4211.y4m,138970369277573671494326859989332924053.y4m,TNFNFL,59.94,AVC,960x540,1300K,4211
721,721,TNFNFL_AVC_SFR_396p_800K_4211.y4m,61332290055157260628549378016185763002.y4m,TNFNFL,29.97,AVC,704x396,800K,4211
722,722,TNFNFL_AVC_HFR_540p_1900K_4211.y4m,196900216184969701184101256346479657444.y4m,TNFNFL,59.94,AVC,960x540,1900K,4211
723,723,TNFNFL_HEVC_HFR_288p_300K_4211.y4m,153813491560149276951141585497788948000.y4m,TNFNFL,59.94,HEVC,512x288,300K,4211
724,724,TNFNFL_AVC_HFR_720p_2200K_4211.y4m,119246860425717637818250706154537282806.y4m,TNFNFL,59.94,AVC,1280x720,2200K,4211
725,725,TNFNFL_AVC_SFR_540p_1200K_4211.y4m,172127686649341580367543782819918794864.y4m,TNFNFL,29.97,AVC,960x540,1200K,4211
726,726,TNFNFL_HEVC_HFR_396p_600K_4211.y4m,279990150029282105205501963866488879809.y4m,TNFNFL,59.94,HEVC,704x396,600K,4211
727,727,TNFNFL_AVC_SFR_540p_1800K_4211.y4m,30172117673125632857999278703389455111.y4m,TNFNFL,29.97,AVC,960x540,1800K,4211
728,728,TNFNFL_HEVC_HFR_396p_900K_4211.y4m,149340766565600388247062014409245362600.y4m,TNFNFL,59.94,HEVC,704x396,900K,4211
729,729,TNFNFL_HEVC_SFR_288p_300K_4211.y4m,236053135138170116583360662631589453148.y4m,TNFNFL,29.97,HEVC,512x288,300K,4211
730,730,TNFNFL_HEVC_HFR_540p_1100K_4211.y4m,270683396196321904115943959291107747488.y4m,TNFNFL,59.94,HEVC,960x540,1100K,4211
731,731,TNFNFL_AVC_SFR_720p_2000K_4211.y4m,95663546556772629797573900569306800184.y4m,TNFNFL,29.97,AVC,1280x720,2000K,4211
732,732,TNFNFL_HEVC_SFR_396p_600K_4211.y4m,128610381633942767891394475493485343321.y4m,TNFNFL,29.97,HEVC,704x396,600K,4211
733,733,TNFNFL_HEVC_SFR_396p_900K_4211.y4m,66092370328398091557471141257001670224.y4m,TNFNFL,29.97,HEVC,704x396,900K,4211
734,734,TNFNFL_HEVC_SFR_540p_1100K_4211.y4m,238195874388822038960408145073597958896.y4m,TNFNFL,29.97,HEVC,960x540,1100K,4211
735,735,TNFNFL_HEVC_HFR_540p_1900K_4211.y4m,241005091017036011172608515958837010281.y4m,TNFNFL,59.94,HEVC,960x540,1900K,4211
736,736,TNFNFL_HEVC_SFR_540p_1900K_4211.y4m,195889868476012207567076273821150075492.y4m,TNFNFL,29.97,HEVC,960x540,1900K,4211
737,737,TNFNFL_HEVC_SFR_720p_2200K_4211.y4m,123576549595572984947362846362385940356.y4m,TNFNFL,29.97,HEVC,1280x720,2200K,4211
738,738,TNFNFL_HEVC_HFR_720p_2200K_4211.y4m,184854842914834868467593606800085103290.y4m,TNFNFL,59.94,HEVC,1280x720,2200K,4211
